pair,case_id,noise_rate,seed,correct_top1_a,correct_top1_b,delta_correct_top1,brier_score_a,brier_score_b,delta_brier_score,total_atomic_questions_a,total_atomic_questions_b,delta_total_atomic_questions,verification_questions_a,verification_questions_b,delta_verification_questions,unnecessary_verifications_a,unnecessary_verifications_b,delta_unnecessary_verifications
forced_vs_heuristic,78207,0.2,2027.0,1,1,0.0,0.00073987,7.91e-05,0.00066077,11,10,1.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,78207,0.2,2028.0,1,1,0.0,0.00059368,0.00011147,0.00048221,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,78207,0.3,2026.0,1,1,0.0,0.00059368,0.00011147,0.00048221,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,78207,0.3,2027.0,0,1,-1.0,1.84220899,0.00011147,1.84209752,6,3,3.0,1,0,1.0,1,0,1.0
forced_vs_heuristic,78207,0.3,2028.0,1,1,0.0,0.00059368,0.00016195,0.00043173,3,4,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78225,0.2,2026.0,1,1,0.0,0.00064877,0.0064496,-0.00580083,7,12,-5.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,78225,0.2,2027.0,1,1,0.0,0.0020388,0.00221525,-0.00017645,5,6,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78225,0.2,2028.0,1,1,0.0,0.003828,0.003828,0.0,3,4,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78225,0.3,2026.0,1,1,0.0,0.00134824,0.00134824,0.0,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,78225,0.3,2027.0,1,1,0.0,0.01259944,0.0040421,0.00855734,4,5,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78225,0.3,2028.0,1,1,0.0,0.00931857,0.00137484,0.00794373,12,5,7.0,1,1,0.0,0,0,0.0
forced_vs_heuristic,78369,0.2,2026.0,1,1,0.0,0.00320247,0.00168843,0.00151404,5,11,-6.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,78369,0.2,2027.0,0,0,0.0,0.94741634,0.92833694,0.0190794,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78369,0.2,2028.0,1,1,0.0,0.00539858,0.00812289,-0.00272431,6,8,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,78369,0.3,2026.0,1,1,0.0,0.00320247,0.00186908,0.00133339,5,9,-4.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,78369,0.3,2027.0,1,1,0.0,0.00031611,0.00014695,0.00016916,9,6,3.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,78369,0.3,2028.0,1,1,0.0,0.02911602,0.00725645,0.02185957,8,10,-2.0,1,1,0.0,1,1,0.0
forced_vs_heuristic,7861,0.2,2026.0,1,1,0.0,0.00370761,0.00026098,0.00344663,6,15,-9.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,7861,0.2,2027.0,1,1,0.0,0.00427051,0.00933988,-0.00506937,7,11,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,7861,0.2,2028.0,1,1,0.0,0.83191701,0.63927048,0.19264653,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,7861,0.3,2026.0,1,1,0.0,0.77856242,0.01343948,0.76512294,15,15,0.0,1,1,0.0,1,1,0.0
forced_vs_heuristic,7861,0.3,2027.0,1,0,1.0,0.8923694,1.61814187,-0.72577247,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,7861,0.3,2028.0,1,1,0.0,0.010878,0.01184464,-0.00096664,6,7,-1.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,80212,0.2,2026.0,0,1,-1.0,1.77362511,0.00011087,1.77351424,4,8,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,80212,0.2,2027.0,1,1,0.0,0.00874114,0.00103795,0.00770319,7,8,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,80212,0.2,2028.0,1,1,0.0,0.00241334,0.00015062,0.00226272,5,5,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,80212,0.3,2026.0,1,1,0.0,0.00408806,0.00271205,0.00137601,10,6,4.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,80212,0.3,2027.0,0,1,-1.0,1.77775167,9.051e-05,1.77766116,10,11,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,80212,0.3,2028.0,1,1,0.0,0.00810725,0.00357907,0.00452818,8,8,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,80277,0.2,2026.0,1,1,0.0,0.00385067,0.00221018,0.00164049,7,7,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,80277,0.2,2027.0,1,1,0.0,3.97e-05,0.00102252,-0.00098282,5,4,1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,80277,0.2,2028.0,1,1,0.0,3.972e-05,0.00102252,-0.0009828,6,4,2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,80277,0.3,2026.0,1,1,0.0,0.00571327,0.00477568,0.00093759,11,11,0.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,80277,0.3,2027.0,0,0,0.0,1.62328741,1.87268525,-0.24939784,12,10,2.0,1,1,0.0,1,1,0.0
forced_vs_heuristic,80277,0.3,2028.0,0,1,-1.0,1.93206207,0.00102252,1.93103955,9,4,5.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.2,2026.0,0,0,0.0,1.86598872,1.86598872,0.0,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.2,2027.0,1,1,0.0,0.00717843,0.00296205,0.00421638,4,5,-1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.2,2028.0,1,1,0.0,0.00717843,0.00296205,0.00421638,4,5,-1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.3,2026.0,1,1,0.0,0.00717843,0.00296205,0.00421638,4,5,-1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.3,2027.0,1,1,0.0,0.00717843,0.00296205,0.00421638,4,5,-1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,81601,0.3,2028.0,0,1,-1.0,1.87751853,0.00916636,1.86835217,3,9,-6.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,82888,0.2,2026.0,0,1,-1.0,0.95998442,0.00019096,0.95979346,15,10,5.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,82888,0.2,2027.0,1,1,0.0,0.00335533,0.00103868,0.00231665,12,9,3.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,82888,0.2,2028.0,1,1,0.0,0.00100569,0.00074271,0.00026298,15,11,4.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,82888,0.3,2026.0,0,1,-1.0,1.90150932,8.455e-05,1.90142477,6,15,-9.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,82888,0.3,2027.0,0,0,0.0,1.54880975,1.93186308,-0.38305333,15,7,8.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,82888,0.3,2028.0,0,1,-1.0,0.92311751,0.00567804,0.91743947,15,13,2.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,8310,0.2,2026.0,0,0,0.0,1.84015815,1.90539725,-0.0652391,7,7,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,8310,0.2,2027.0,0,0,0.0,1.615286,1.00884552,0.60644048,9,15,-6.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,8310,0.2,2028.0,0,0,0.0,1.0554724,1.00015436,0.05531804,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,8310,0.3,2026.0,0,0,0.0,1.73588396,1.51888992,0.21699404,11,15,-4.0,1,1,0.0,0,0,0.0
forced_vs_heuristic,8310,0.3,2027.0,0,1,-1.0,1.02090455,0.04647032,0.97443423,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,8310,0.3,2028.0,1,1,0.0,0.00100062,0.00057536,0.00042526,11,12,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83138,0.2,2026.0,1,1,0.0,0.00453411,0.00127498,0.00325913,4,4,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83138,0.2,2027.0,1,1,0.0,0.0040558,0.00100161,0.00305419,6,6,0.0,1,1,0.0,0,0,0.0
forced_vs_heuristic,83138,0.2,2028.0,1,1,0.0,0.00625652,0.0024437,0.00381282,5,6,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83138,0.3,2026.0,1,1,0.0,0.00106937,0.00106937,0.0,6,6,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83138,0.3,2027.0,1,1,0.0,0.01790624,0.00071033,0.01719591,6,6,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83138,0.3,2028.0,1,1,0.0,0.00257982,0.00257982,0.0,5,4,1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83767,0.2,2026.0,1,1,0.0,0.01126974,0.00014117,0.01112857,12,8,4.0,1,0,1.0,1,0,1.0
forced_vs_heuristic,83767,0.2,2027.0,1,1,0.0,0.00304709,8.026e-05,0.00296683,3,8,-5.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83767,0.2,2028.0,1,1,0.0,0.00253979,0.00425628,-0.00171649,5,10,-5.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83767,0.3,2026.0,1,1,0.0,0.00021924,0.00024778,-2.854e-05,5,5,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83767,0.3,2027.0,1,1,0.0,0.00280941,0.00739582,-0.00458641,14,15,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83767,0.3,2028.0,1,1,0.0,0.00304709,0.00280682,0.00024027,3,7,-4.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,83868,0.2,2026.0,1,1,0.0,0.01915245,7.478e-05,0.01907767,2,4,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83868,0.2,2027.0,1,1,0.0,0.01915245,7.478e-05,0.01907767,2,4,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83868,0.2,2028.0,1,1,0.0,0.00153811,0.00961691,-0.0080788,2,7,-5.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,83868,0.3,2026.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83868,0.3,2027.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,83868,0.3,2028.0,1,1,0.0,0.02060125,0.00497991,0.01562134,2,8,-6.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,84221,0.2,2026.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84221,0.2,2027.0,1,1,0.0,0.02993334,0.00136889,0.02856445,3,5,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84221,0.2,2028.0,1,1,0.0,0.00153811,0.00161672,-7.861e-05,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84221,0.3,2026.0,1,1,0.0,0.02061492,0.00161672,0.0189982,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84221,0.3,2027.0,1,1,0.0,0.00153811,0.00161672,-7.861e-05,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84221,0.3,2028.0,1,1,0.0,0.02037717,9.844e-05,0.02027873,3,5,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84233,0.2,2026.0,1,1,0.0,0.01761458,0.00096892,0.01664566,1,3,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84233,0.2,2027.0,1,1,0.0,0.01761458,0.00074205,0.01687253,1,3,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84233,0.2,2028.0,1,1,0.0,0.01761458,0.00074205,0.01687253,1,3,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84233,0.3,2026.0,1,1,0.0,0.01761458,0.00096892,0.01664566,1,3,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84233,0.3,2027.0,1,1,0.0,0.00232036,0.00535003,-0.00302967,12,12,0.0,1,1,0.0,1,1,0.0
forced_vs_heuristic,84233,0.3,2028.0,1,1,0.0,0.01761458,0.00061897,0.01699561,1,3,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84903,0.2,2026.0,1,1,0.0,0.00042708,0.00011869,0.00030839,9,5,4.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84903,0.2,2027.0,1,1,0.0,0.00077612,0.0011129,-0.00033678,9,13,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,84903,0.2,2028.0,0,1,-1.0,1.8062154,0.00064835,1.80556705,4,9,-5.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,84903,0.3,2026.0,1,1,0.0,0.00040997,0.00011869,0.00029128,7,5,2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84903,0.3,2027.0,1,1,0.0,3.388e-05,0.00040064,-0.00036676,8,6,2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,84903,0.3,2028.0,1,1,0.0,0.00043662,2.191e-05,0.00041471,10,6,4.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85727,0.2,2026.0,1,0,1.0,0.76382898,0.91939025,-0.15556127,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85727,0.2,2027.0,0,0,0.0,0.92876382,1.32831441,-0.39955059,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85727,0.2,2028.0,0,1,-1.0,0.9469752,0.77355712,0.17341808,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85727,0.3,2026.0,0,0,0.0,1.35711054,1.31406281,0.04304773,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85727,0.3,2027.0,1,0,1.0,0.85854768,0.79793272,0.06061496,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85727,0.3,2028.0,0,0,0.0,0.91037913,1.11744708,-0.20706795,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85736,0.2,2026.0,1,1,0.0,0.0005021,0.0005021,0.0,5,5,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85736,0.2,2027.0,1,1,0.0,0.0005021,0.0005021,0.0,5,5,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85736,0.2,2028.0,1,1,0.0,0.00979362,0.00010433,0.00968929,5,7,-2.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,85736,0.3,2026.0,0,0,0.0,0.90453588,0.97618454,-0.07164866,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,85736,0.3,2027.0,1,0,1.0,0.01327964,0.6381433,-0.62486366,4,15,-11.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,85736,0.3,2028.0,1,1,0.0,0.01280879,0.00018323,0.01262556,5,5,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85911,0.2,2026.0,0,1,-1.0,0.95234012,0.75899629,0.19334383,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85911,0.2,2027.0,1,0,1.0,0.82039188,1.28307262,-0.46268074,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,85911,0.2,2028.0,0,0,0.0,1.88687681,1.85806264,0.02881417,15,13,2.0,1,1,0.0,0,0,0.0
forced_vs_heuristic,85911,0.3,2026.0,0,0,0.0,1.70396039,0.93469444,0.76926595,14,15,-1.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,85911,0.3,2027.0,0,0,0.0,1.01451214,0.88242899,0.13208315,15,15,0.0,1,0,1.0,1,0,1.0
forced_vs_heuristic,85911,0.3,2028.0,0,0,0.0,1.3197158,0.857008,0.4627078,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,86202,0.2,2026.0,0,0,0.0,1.93171838,1.93623362,-0.00451524,11,13,-2.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,86202,0.2,2027.0,1,1,0.0,0.00966427,0.00258947,0.0070748,5,5,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,86202,0.2,2028.0,1,1,0.0,0.00130237,4.046e-05,0.00126191,4,4,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,86202,0.3,2026.0,1,1,0.0,0.00130237,0.00043313,0.00086924,4,6,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,86202,0.3,2027.0,1,1,0.0,0.01186348,4.046e-05,0.01182302,8,4,4.0,1,0,1.0,1,0,1.0
forced_vs_heuristic,86202,0.3,2028.0,0,0,0.0,1.20631308,0.98590464,0.22040844,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,86739,0.2,2026.0,0,0,0.0,1.83920148,0.86603497,0.97316651,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,86739,0.2,2027.0,1,1,0.0,0.45503617,0.00367295,0.45136322,15,13,2.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,86739,0.2,2028.0,0,1,-1.0,0.92686505,0.00745092,0.91941413,15,13,2.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,86739,0.3,2026.0,1,1,0.0,0.00336418,0.00178711,0.00157707,10,13,-3.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,86739,0.3,2027.0,1,0,1.0,0.00112045,1.2955639,-1.29444345,13,15,-2.0,1,1,0.0,1,0,1.0
forced_vs_heuristic,86739,0.3,2028.0,0,0,0.0,1.02386558,0.62499163,0.39887395,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87344,0.2,2026.0,1,1,0.0,0.00838825,0.00398035,0.0044079,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87344,0.2,2027.0,1,0,1.0,0.00037456,0.97226382,-0.97188926,4,15,-11.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87344,0.2,2028.0,1,1,0.0,0.00838825,0.00398035,0.0044079,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87344,0.3,2026.0,1,1,0.0,0.00838825,0.00020382,0.00818443,3,6,-3.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,87344,0.3,2027.0,1,1,0.0,0.00668492,0.00457608,0.00210884,5,8,-3.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,87344,0.3,2028.0,1,1,0.0,0.00386728,0.00412797,-0.00026069,9,5,4.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,87604,0.2,2026.0,1,1,0.0,0.01359522,0.0010309,0.01256432,12,9,3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87604,0.2,2027.0,1,1,0.0,0.00673504,0.00080356,0.00593148,6,11,-5.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,87604,0.2,2028.0,1,1,0.0,0.01213867,0.00135906,0.01077961,6,10,-4.0,1,1,0.0,0,0,0.0
forced_vs_heuristic,87604,0.3,2026.0,1,1,0.0,0.00027906,0.00087127,-0.00059221,7,10,-3.0,1,1,0.0,1,0,1.0
forced_vs_heuristic,87604,0.3,2027.0,1,0,1.0,0.00682428,0.94028628,-0.933462,7,15,-8.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,87604,0.3,2028.0,1,0,1.0,0.00673504,1.95852856,-1.95179352,6,3,3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,88032,0.2,2026.0,0,0,0.0,0.99805118,0.97764169,0.02040949,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,88032,0.2,2027.0,0,0,0.0,1.02136627,1.51579093,-0.49442466,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,88032,0.2,2028.0,0,0,0.0,1.53347716,0.94792146,0.5855557,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,88032,0.3,2026.0,0,0,0.0,1.0533311,1.00746906,0.04586204,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,88032,0.3,2027.0,0,0,0.0,1.09675319,1.04848492,0.04826827,15,15,0.0,1,1,0.0,1,0,1.0
forced_vs_heuristic,88032,0.3,2028.0,0,0,0.0,1.0222309,0.98621098,0.03601992,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89009,0.2,2026.0,1,1,0.0,0.07408766,0.03148354,0.04260412,3,5,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89009,0.2,2027.0,1,1,0.0,0.07408766,0.03148354,0.04260412,3,5,-2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89009,0.2,2028.0,0,1,-1.0,1.19265132,0.04253256,1.15011876,6,10,-4.0,1,1,0.0,1,0,1.0
forced_vs_heuristic,89009,0.3,2026.0,1,1,0.0,0.07408766,0.03576989,0.03831777,3,8,-5.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89009,0.3,2027.0,1,1,0.0,0.07408766,0.02864734,0.04544032,3,7,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,89009,0.3,2028.0,0,0,0.0,1.95876596,1.73189759,0.22686837,14,15,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,89256,0.2,2026.0,1,0,1.0,0.02914778,1.10717219,-1.07802441,1,15,-14.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,89256,0.2,2027.0,1,1,0.0,0.02914778,0.00121483,0.02793295,1,7,-6.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89256,0.2,2028.0,1,1,0.0,0.02914778,0.0001476,0.02900018,1,15,-14.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,89256,0.3,2026.0,1,1,0.0,0.02914778,0.0009295,0.02821828,1,9,-8.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,89256,0.3,2027.0,1,1,0.0,0.46859113,0.09129443,0.3772967,15,15,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,89256,0.3,2028.0,1,1,0.0,0.02914778,0.00033078,0.028817,1,9,-8.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89859,0.2,2026.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89859,0.2,2027.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89859,0.2,2028.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89859,0.3,2026.0,1,1,0.0,0.00869123,0.00934615,-0.00065492,4,6,-2.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,89859,0.3,2027.0,0,0,0.0,1.8603642,1.8603642,0.0,3,3,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,89859,0.3,2028.0,1,1,0.0,0.00225171,0.00225171,0.0,2,2,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,90251,0.2,2026.0,1,1,0.0,0.00017422,0.00436835,-0.00419413,5,6,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,90251,0.2,2027.0,1,0,1.0,0.00017422,1.86396436,-1.86379014,5,5,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,90251,0.2,2028.0,1,1,0.0,0.00020523,2.554e-05,0.00017969,5,4,1.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,90251,0.3,2026.0,1,1,0.0,0.00389061,0.00024758,0.00364303,6,6,0.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,90251,0.3,2027.0,1,1,0.0,0.00104249,0.00570624,-0.00466375,6,4,2.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,90251,0.3,2028.0,1,1,0.0,0.00409885,0.00570624,-0.00160739,7,4,3.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,90954,0.2,2026.0,1,1,0.0,0.00672675,0.0001222,0.00660455,11,7,4.0,1,1,0.0,0,1,-1.0
forced_vs_heuristic,90954,0.2,2027.0,1,1,0.0,0.0016719,0.00139886,0.00027304,7,6,1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,90954,0.2,2028.0,1,1,0.0,0.00027714,0.00031435,-3.721e-05,7,5,2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,90954,0.3,2026.0,1,1,0.0,0.00024714,0.00025607,-8.93e-06,10,7,3.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,90954,0.3,2027.0,0,1,-1.0,1.86347023,0.00394516,1.85952507,4,8,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,90954,0.3,2028.0,1,1,0.0,0.00028924,0.00031435,-2.511e-05,7,5,2.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92532,0.2,2026.0,0,0,0.0,1.0088932,1.02458689,-0.01569369,15,15,0.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92532,0.2,2027.0,0,0,0.0,1.10020159,0.92865085,0.17155074,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92532,0.2,2028.0,0,1,-1.0,1.2634748,0.00225832,1.26121648,15,14,1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92532,0.3,2026.0,0,1,-1.0,0.94471265,0.17369856,0.77101409,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92532,0.3,2027.0,0,0,0.0,1.96222743,0.91931938,1.04290805,11,15,-4.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92532,0.3,2028.0,0,0,0.0,0.99469692,0.89473827,0.09995865,15,15,0.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92863,0.2,2026.0,1,0,1.0,0.06215323,0.69159556,-0.62944233,3,15,-12.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,92863,0.2,2027.0,1,1,0.0,0.02914778,0.00033143,0.02881635,1,9,-8.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92863,0.2,2028.0,1,1,0.0,0.02914778,0.00023489,0.02891289,1,10,-9.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,92863,0.3,2026.0,1,1,0.0,0.02914778,0.00033143,0.02881635,1,9,-8.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92863,0.3,2027.0,1,1,0.0,0.02914778,0.00395481,0.02519297,1,14,-13.0,0,1,-1.0,0,0,0.0
forced_vs_heuristic,92863,0.3,2028.0,1,1,0.0,0.0644598,0.00919368,0.05526612,13,14,-1.0,1,0,1.0,0,0,0.0
forced_vs_heuristic,92888,0.2,2026.0,1,1,0.0,0.00057591,0.00083725,-0.00026134,10,4,6.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92888,0.2,2027.0,0,1,-1.0,1.21424396,0.00112373,1.21312023,15,15,0.0,1,1,0.0,1,0,1.0
forced_vs_heuristic,92888,0.2,2028.0,0,1,-1.0,1.01430873,0.00083725,1.01347148,15,4,11.0,1,0,1.0,1,0,1.0
forced_vs_heuristic,92888,0.3,2026.0,1,1,0.0,0.00047523,0.00083725,-0.00036202,10,4,6.0,0,0,0.0,0,0,0.0
forced_vs_heuristic,92888,0.3,2027.0,1,1,0.0,0.00114404,0.00040451,0.00073953,14,15,-1.0,0,1,-1.0,0,1,-1.0
forced_vs_heuristic,92888,0.3,2028.0,0,1,-1.0,1.86197559,0.00083725,1.86113834,3,4,-1.0,0,0,0.0,0,0,0.0
